city 1; city 2; d
Laatzen;Nordstemmen;21
Laatzen;Pattensen;9
Laatzen;Peine;40
Laatzen;Ronnenberg;11
Laatzen;Sarstedt;10
Laatzen;Seelze;19
Laatzen;Sehnde;13
Laatzen;Springe;27
Laatzen;Uetze;42
Laatzen;Wennigsen;20
Laatzen;Wunstorf;33
Laboe;Lütjenburg;34
Laboe;Malente;45
Laboe;Molfsee;24
Laboe;Plön;36
Laboe;Preetz;24
Laboe;Schönberg in Holstein;13
Laboe;Schönkirchen;11
Lage;Lemgo;10
Lage;Löhne;29
Lage;Minden;47
Lage;Paderborn;42
Lage;Porta Westfalica;35
Lage;Rietberg;39
Lage;Rinteln;39
Lage;Schloß Holte-Stukenbrock;21
Lage;Verl;27
Lahnstein;Limburg;45
Lahnstein;Mayen;45
Lahnstein;Montabaur;25
Lahnstein;Mülheim-Kärlich;18
Lahnstein;Neuwied;24
Lahstedt;Lehre;41
Lahstedt;Lehrte;27
Lahstedt;Lengede;10
Lahstedt;Nordstemmen;38
Lahstedt;Pattensen;39
Lahstedt;Peine;8
Lahstedt;Salzgitter;17
Lahstedt;Sarstedt;29
Lahstedt;Sehnde;22
Lahstedt;Uetze;27
Lahstedt;Vechelde;13
Lahstedt;Wendeburg;21
Lahstedt;Wolfenbüttel;29
Lampertheim;Leimen;45
Lampertheim;Limburgerhof;24
Lampertheim;Lorsch;13
Lampertheim;Ludwigshafen;17
Lampertheim;Mannheim;14
Lampertheim;Mutterstadt;25
Lampertheim;Mörlenbach;25
Lampertheim;Ober-Ramstadt;44
Lampertheim;Pfungstadt;31
Lampertheim;Sandhausen;43
Lampertheim;Schifferstadt;33
Lampertheim;Schriesheim;25
Lampertheim;Schwetzingen;35
Lampertheim;Seeheim-Jugenheim;29
Lampertheim;Speyer;37
Lampertheim;Viernheim;16
Lampertheim;Wald-Michelbach;34
Lampertheim;Weinheim;22
Lampertheim;Weiterstadt;41
Lampertheim;Worms;9
Landau;Limburgerhof;40
Landau;Mutterstadt;36
Landau;Schifferstadt;37
Landau;Speyer;28
Landau;Waghäusel;37
Landau;Wörth am Rhein;24
Landsberg;Leipzig;31
Landsberg;Leuna;35
Landsberg;Markkleeberg;38
Landsberg;Markranstädt;35
Landsberg;Merseburg;30
Landsberg;Schkeuditz;25
Landsberg;Schkopau;28
Landsberg;Taucha;35
Landsberg;Teutschenthal;32
Landshut;Mainburg;35
Landshut;Moosburg;19
Langelsheim;Lengede;35
Langelsheim;Northeim;43
Langelsheim;Osterode;37
Langelsheim;Osterwieck;31
Langelsheim;Salzgitter;28
Langelsheim;Seesen;16
Langelsheim;Wernigerode;42
Langelsheim;Wolfenbüttel;35
Langen;Loxstedt;19
Langen;Nordenham;39
Langen;Schiffdorf;14
Langen;Wilhelmshaven;79
Langenau;Laupheim;41
Langenau;Neu-Ulm;21
Langenau;Senden;31
Langenau;Ulm;17
Langenfeld;Leichlingen;8
Langenfeld;Leverkusen;14
Langenfeld;Meerbusch;31
Langenfeld;Mettmann;23
Langenfeld;Mülheim;40
Langenfeld;Neuss;24
Langenfeld;Niederkassel;39
Langenfeld;Overath;44
Langenfeld;Pulheim;27
Langenfeld;Ratingen;27
Langenfeld;Remscheid;22
Langenfeld;Rösrath;36
Langenfeld;Schwelm;39
Langenfeld;Solingen;12
Langenfeld;Velbert;35
Langenfeld;Wermelskirchen;25
Langenfeld;Wesseling;44
Langenfeld;Willich;39
Langenfeld;Wuppertal;32
Langenhagen;Lehrte;21
Langenhagen;Neustadt am Rübenberge;27
Langenhagen;Nordstemmen;37
Langenhagen;Pattensen;23
Langenhagen;Ronnenberg;17
Langenhagen;Sarstedt;26
Langenhagen;Seelze;14
Langenhagen;Sehnde;25
Langenhagen;Springe;36
Langenhagen;Uetze;37
Langenhagen;Wennigsen;27
Langenhagen;Wunstorf;25
Langenselbold;Maintal;20
Langenselbold;Neu Isenburg;36
Langenselbold;Nidda;33
Langenselbold;Nidderau;19
Langenselbold;Obertshausen;23
Langenselbold;Oberursel;39
Langenselbold;Rodenbach;5
Langenselbold;Rodgau;26
Langenselbold;Rosbach vor der Höhe;34
Langenselbold;Seligenstadt;24
Langenselbold;Steinau an der Straße;40
Langenselbold;Steinbach am Taunus;42
Langenselbold;Wächtersbach;26
Langgöns;Lich;15
Langgöns;Lollar;20
Langgöns;Neu-Anspach;33
Langgöns;Nidda;33
Langgöns;Nidderau;47
Langgöns;Oberursel;44
Langgöns;Reiskirchen;22
Langgöns;Rosbach vor der Höhe;31
Langgöns;Schotten;40
Langgöns;Usingen;27
Langgöns;Weilburg;37
Langgöns;Wetzlar;19
Langwedel;Osterholz-Scharmbeck;47
Langwedel;Ottersberg;17
Langwedel;Oyten;15
Langwedel;Ritterhude;41
Langwedel;Scheeßel;37
Langwedel;Stuhr;34
Langwedel;Syke;34
Langwedel;Walsrode;35
Langwedel;Weyhe;29
Langwedel;Zeven;39
Lauchhammer;Schipkau;10
Lauchhammer;Schwarzheide;5
Lauchhammer;Senftenberg;18
Lauenburg;Lüneburg;23
Lauenburg;Mölln;33
Lauenburg;Oststeinbek;38
Lauenburg;Reinbek;33
Lauenburg;Schwarzenbek;18
Lauenburg;Stelle;46
Lauenburg;Trittau;35
Lauenburg;Wentorf bei Hamburg;31
Lauenburg;Winsen;34
Lauf;Neumarkt;38
Lauf;Nürnberg;16
Lauf;Oberasbach;28
Lauf;Roth;42
Lauf;Schwabach;32
Lauf;Sulzbach-Rosenberg;37
Lauf;Wendelstein;26
Lauf;Zirndorf;28
Laupheim;Memmingen;40
Laupheim;Neu-Ulm;21
Laupheim;Senden;21
Laupheim;Ulm;23
Lauterbach;Neuhof;40
Lauterbach;Petersberg;28
Lauterbach;Schlüchtern;44
Lauterbach;Schotten;29
Lauterbach;Stadtallendorf;43
Lebach;Marpingen;14
Lebach;Merchweiler;19
Lebach;Merzig;28
Lebach;Mettlach;33
Lebach;Nalbach;11
Lebach;Namborn;25
Lebach;Neunkirchen;27
Lebach;Nohfelden;32
Lebach;Nonnweiler;28
Lebach;Oberthal;21
Lebach;Ottweiler;23
Lebach;Püttlingen;16
Lebach;Quierschied;21
Lebach;Rehlingen-Siersburg;22
Lebach;Riegelsberg;15
Lebach;Saarbrücken;24
Lebach;Saarlouis;17
Lebach;Saarwellingen;11
Lebach;Sankt Ingbert;26
Lebach;Sankt Wendel;24
Lebach;Schiffweiler;18
Lebach;Schmelz;7
Lebach;Schwalbach;20
Lebach;Spiesen-Elversberg;24
Lebach;Sulzbach;26
Lebach;Tholey;13
Lebach;Völklingen;27
Lebach;Wadern;16
Lebach;Wadgassen;24
Lebach;Wallerfangen;20
Lebach;Weiskirchen;20
Lebach;Überherrn;27
Leck;Niebüll;11
Leck;Tarp;39
Leegebruch;Löwenberg;23
Leegebruch;Nauen;32
Leegebruch;Oranienburg;5
Leegebruch;Schildow;24
Leegebruch;Schönwalde-Siedlung;20
Leegebruch;Velten;6
Leegebruch;Wandlitz;21
Leegebruch;Wustermark;33
Leegebruch;Zehdenick;39
Leer;Mittegroßefehn;23
Leer;Ostrhauderfehn;21
Leer;Papenburg;23
Leer;Rhaude;12
Leer;Weener;11
Leer;Westerstede;37
Leer;Wiesmoor;33
Lehre;Lengede;34
Lehre;Peine;32
Lehre;Salzgitter;37
Lehre;Sassenburg;30
Lehre;Schöningen;38
Lehre;Vechelde;25
Lehre;Wendeburg;24
Lehre;Wolfenbüttel;27
Lehre;Wolfsburg;15
Lehrte;Lengede;37
Lehrte;Nordstemmen;34
Lehrte;Pattensen;23
Lehrte;Peine;22
Lehrte;Ronnenberg;24
Lehrte;Salzgitter;44
Lehrte;Sarstedt;24
Lehrte;Seelze;34
Lehrte;Sehnde;6
Lehrte;Springe;41
Lehrte;Uetze;24
Lehrte;Vechelde;35
Lehrte;Wendeburg;33
Lehrte;Wennigsen;33
Leichlingen;Leverkusen;11
Leichlingen;Meerbusch;39
Leichlingen;Mettmann;26
Leichlingen;Neuss;33
Leichlingen;Niederkassel;38
Leichlingen;Overath;42
Leichlingen;Pulheim;29
Leichlingen;Ratingen;31
Leichlingen;Remscheid;19
Leichlingen;Rösrath;35
Leichlingen;Schwelm;32
Leichlingen;Solingen;8
Leichlingen;Troisdorf;40
Leichlingen;Velbert;31
Leichlingen;Wermelskirchen;19
Leichlingen;Wesseling;43
Leichlingen;Wuppertal;27
Leimen;Limburgerhof;34
Leimen;Ludwigshafen;27
Leimen;Mannheim;25
Leimen;Mosbach;41
Leimen;Mutterstadt;35
Leimen;Mörlenbach;37
Leimen;Sandhausen;3
Leimen;Schifferstadt;34
Leimen;Schriesheim;14
Leimen;Schwetzingen;12
Leimen;Sinsheim;24
Leimen;Speyer;25
Leimen;Viernheim;31
Leimen;Waghäusel;22
Leimen;Wald-Michelbach;44
Leimen;Walldorf;7
Leimen;Weinheim;28
Leimen;Wiesloch;6
Leinefelde;Mühlhausen;26
Leinefelde;Niederorschel;9
Leinefelde;Nordhausen;41
Leinefelde;Rosdorf;42
Leinefelde;Treffurt;42
Leinefelde;Witzenhausen;43
Leinfelden-Echterdingen;Leonberg;19
Leinfelden-Echterdingen;Ludwigsburg;27
Leinfelden-Echterdingen;Marbach am Neckar;35
Leinfelden-Echterdingen;Metzingen;25
Leinfelden-Echterdingen;Mössingen;40
Leinfelden-Echterdingen;Nagold;45
Leinfelden-Echterdingen;Nürtingen;17
Leinfelden-Echterdingen;Ostfildern;13
Leinfelden-Echterdingen;Pfullingen;34
Leinfelden-Echterdingen;Renningen;24
Leinfelden-Echterdingen;Reutlingen;32
Leinfelden-Echterdingen;Schorndorf;40
Leinfelden-Echterdingen;Sindelfingen;17
Leinfelden-Echterdingen;Stuttgart;13
Leinfelden-Echterdingen;Tübingen;26
Leinfelden-Echterdingen;Vaihingen an der Enz;44
Leinfelden-Echterdingen;Waiblingen;26
Leinfelden-Echterdingen;Weil der Stadt;30
Leinfelden-Echterdingen;Wendlingen am Neckar;19
Leinfelden-Echterdingen;Winnenden;35
Leipzig;Leuna;33
Leipzig;Markkleeberg;9
Leipzig;Markranstädt;13
Leipzig;Merseburg;29
Leipzig;Meuselwitz;40
Leipzig;Schkeuditz;15
Leipzig;Schkopau;33
Leipzig;Taucha;10
Leipzig;Weißenfels;40
Leipzig;Wurzen;27
Lemgo;Löhne;31
Lemgo;Minden;37
Lemgo;Porta Westfalica;29
Lemgo;Rinteln;29
Lemgo;Schloß Holte-Stukenbrock;30
Lemgo;Verl;37
Lengede;Peine;17
Lengede;Salzgitter;7
Lengede;Sarstedt;38
Lengede;Sehnde;32
Lengede;Uetze;35
Lengede;Vechelde;8
Lengede;Wendeburg;17
Lengede;Wolfenbüttel;19
Lennestadt;Lüdenscheid;54
Lennestadt;Meschede;38
Lennestadt;Plettenberg;23
Lennestadt;Siegen;37
Lennestadt;Sundern;35
Lensahn;Lütjenburg;24
Lensahn;Malente;28
Lensahn;Neustadt in Holstein;17
Lensahn;Oldenburg in Holstein;8
Lensahn;Plön;38
Lensahn;Ratekau;38
Lensahn;Scharbeutz;30
Lensahn;Süsel;25
Lensahn;Timmendorfer Strand;36
Leonberg;Ludwigsburg;19
Leonberg;Marbach am Neckar;27
Leonberg;Mühlacker;29
Leonberg;Nagold;44
Leonberg;Nürtingen;39
Leonberg;Ostfildern;24
Leonberg;Pforzheim;30
Leonberg;Renningen;8
Leonberg;Sindelfingen;13
Leonberg;Stuttgart;15
Leonberg;Tübingen;42
Leonberg;Vaihingen an der Enz;21
Leonberg;Waiblingen;26
Leonberg;Weil der Stadt;14
Leonberg;Wendlingen am Neckar;37
Leonberg;Winnenden;36
Leuna;Markkleeberg;35
Leuna;Markranstädt;18
Leuna;Merseburg;5
Leuna;Naumburg;30
Leuna;Querfurt;42
Leuna;Schkeuditz;27
Leuna;Schkopau;9
Leuna;Taucha;51
Leuna;Teutschenthal;31
Leuna;Weißenfels;15
Leuna;Zeitz;37
Leutkirch im Allgäu;Memmingen;26
Leutkirch im Allgäu;Ravensburg;43
Leutkirch im Allgäu;Wangen im Allgäu;23
Leutkirch im Allgäu;Weingarten;35
Leverkusen;Lohmar;36
Leverkusen;Meerbusch;41
Leverkusen;Mettmann;32
Leverkusen;Neuss;33
Leverkusen;Niederkassel;28
Leverkusen;Overath;33
Leverkusen;Pulheim;18
Leverkusen;Ratingen;36
Leverkusen;Remscheid;31
Leverkusen;Rösrath;25
Leverkusen;Sankt Augustin;39
Leverkusen;Schwelm;43
Leverkusen;Siegburg;35
Leverkusen;Solingen;21
Leverkusen;Troisdorf;31
Leverkusen;Velbert;44
Leverkusen;Wermelskirchen;26
Leverkusen;Wesseling;33
Leverkusen;Wuppertal;41
Lich;Lollar;19
Lich;Marburg;39
Lich;Neu-Anspach;40
Lich;Nidda;22
Lich;Nidderau;52
Lich;Reiskirchen;10
Lich;Rosbach vor der Höhe;36
Lich;Schotten;29
Lich;Usingen;34
Lich;Wetzlar;28
Lichtenfels;Neustadt bei Coburg;28
Lichtenfels;Sonneberg;34
Lichtenstein;Limbach-Oberfrohna;19
Lichtenstein;Meerane;21
Lichtenstein;Mülsen;5
Lichtenstein;Nobitz;30
Lichtenstein;Reichenbach/Vogtland;33
Lichtenstein;Ronneburg;40
Lichtenstein;Schmölln;34
Lichtenstein;Schneeberg;22
Lichtenstein;Schwarzenberg;30
Lichtenstein;Stollberg;13
Lichtenstein;Werdau;21
Lichtenstein;Zwickau;13
Lichtenstein;Zwönitz;26
Limbach-Oberfrohna;Meerane;25
Limbach-Oberfrohna;Mittweida;29
Limbach-Oberfrohna;Mülsen;24
Limbach-Oberfrohna;Nobitz;26
Limbach-Oberfrohna;Schmölln;41
Limbach-Oberfrohna;Schneeberg;44
Limbach-Oberfrohna;Stollberg;26
Limbach-Oberfrohna;Werdau;44
Limbach-Oberfrohna;Zwickau;31
Limbach-Oberfrohna;Zwönitz;38
Limburg;Montabaur;22
Limburg;Neu-Anspach;42
Limburg;Niedernhausen;38
Limburg;Taunusstein;34
Limburg;Usingen;44
Limburg;Weilburg;24
Limburgerhof;Lorsch;36
Limburgerhof;Ludwigshafen;8
Limburgerhof;Mannheim;10
Limburgerhof;Mutterstadt;4
Limburgerhof;Mörlenbach;35
Limburgerhof;Sandhausen;33
Limburgerhof;Schifferstadt;6
Limburgerhof;Schriesheim;26
Limburgerhof;Schwetzingen;20
Limburgerhof;Speyer;13
Limburgerhof;Viernheim;21
Limburgerhof;Waghäusel;30
Limburgerhof;Walldorf;32
Limburgerhof;Weinheim;27
Limburgerhof;Wiesloch;35
Limburgerhof;Worms;28
Lindau;Ravensburg;33
Lindau;Tettnang;20
Lindau;Wangen im Allgäu;22
Lindau;Weingarten;37
Lingen;Meppen;21
Lingen;Neuenhaus;29
Lingen;Nordhorn;22
Lingen;Rheine;31
Lingen;Schüttorf;32
Lingen;Wietmarschen;15
Lippstadt;Oelde;28
Lippstadt;Paderborn;33
Lippstadt;Rheda-Wiedenbrück;22
Lippstadt;Rietberg;19
Lippstadt;Salzkotten;21
Lippstadt;Schloß Holte-Stukenbrock;37
Lippstadt;Soest;22
Lippstadt;Verl;31
Lippstadt;Werl;40
Lohfelden;Melsungen;21
Lohfelden;Rotenburg an der Fulda;52
Lohfelden;Vellmar;12
Lohfelden;Witzenhausen;29
Lohfelden;Wolfhagen;34
Lohmar;Niederkassel;18
Lohmar;Overath;18
Lohmar;Remagen;34
Lohmar;Rheinbach;36
Lohmar;Rösrath;10
Lohmar;Sankt Augustin;7
Lohmar;Siegburg;2
Lohmar;Sinzig;38
Lohmar;Troisdorf;6
Lohmar;Wesseling;27
Lohmar;Wiehl;36
Lohne;Löningen;39
Lohne;Quakenbrück;22
Lohne;Steinfeld;8
Lohne;Twistringen;35
Lohne;Vechta;9
Lohne;Visbek;21
Lohne;Wildeshausen;32
Lollar;Marburg;21
Lollar;Nidda;41
Lollar;Reiskirchen;17
Lollar;Schotten;49
Lollar;Stadtallendorf;36
Lollar;Wetzlar;23
Lorsch;Ludwigshafen;29
Lorsch;Mannheim;26
Lorsch;Michelstadt;42
Lorsch;Mutterstadt;42
Lorsch;Mörlenbach;17
Lorsch;Nauheim;43
Lorsch;Ober-Ramstadt;31
Lorsch;Pfungstadt;20
Lorsch;Reinheim;38
Lorsch;Roßdorf;34
Lorsch;Schifferstadt;43
Lorsch;Schriesheim;26
Lorsch;Schwetzingen;35
Lorsch;Seeheim-Jugenheim;17
Lorsch;Trebur;38
Lorsch;Viernheim;13
Lorsch;Wald-Michelbach;26
Lorsch;Weinheim;19
Lorsch;Weiterstadt;31
Lorsch;Worms;16
Loxstedt;Nordenham;24
Loxstedt;Osterholz-Scharmbeck;35
Loxstedt;Ritterhude;37
Loxstedt;Schiffdorf;10
Loxstedt;Schwanewede;37
Loxstedt;Varel;41
Luckau;Lübben (Spreewald);18
Luckau;Lübbenau/Spreewald;19
Luckau;Vetschau/Spreewald;28
Luckenwalde;Ludwigsfelde;30
Luckenwalde;Michendorf;34
Luckenwalde;Mittenwalde;41
Luckenwalde;Niedergörsdorf;21
Luckenwalde;Rangsdorf;38
Luckenwalde;Stahnsdorf;44
Luckenwalde;Trebbin;17
Luckenwalde;Treuenbrietzen;27
Luckenwalde;Zossen;32
Ludwigsburg;Marbach am Neckar;7
Ludwigsburg;Mühlacker;31
Ludwigsburg;Neckarsulm;41
Ludwigsburg;Nürtingen;41
Ludwigsburg;Ostfildern;26
Ludwigsburg;Renningen;27
Ludwigsburg;Schorndorf;32
Ludwigsburg;Sindelfingen;31
Ludwigsburg;Stuttgart;15
Ludwigsburg;Vaihingen an der Enz;20
Ludwigsburg;Waiblingen;14
Ludwigsburg;Weil der Stadt;33
Ludwigsburg;Wendlingen am Neckar;38
Ludwigsburg;Winnenden;18
Ludwigsfelde;Michendorf;21
Ludwigsfelde;Mittenwalde;22
Ludwigsfelde;Potsdam;20
Ludwigsfelde;Rangsdorf;18
Ludwigsfelde;Schulzendorf;31
Ludwigsfelde;Schönefeld;26
Ludwigsfelde;Stahnsdorf;16
Ludwigsfelde;Teltow;14
Ludwigsfelde;Trebbin;14
Ludwigsfelde;Wildau;29
Ludwigsfelde;Zeuthen;32
Ludwigsfelde;Zossen;18
Ludwigshafen;Mannheim;3
Ludwigshafen;Mutterstadt;8
Ludwigshafen;Mörlenbach;28
Ludwigshafen;Sandhausen;25
Ludwigshafen;Schifferstadt;15
Ludwigshafen;Schriesheim;20
Ludwigshafen;Schwetzingen;17
Ludwigshafen;Speyer;20
Ludwigshafen;Viernheim;15
Ludwigshafen;Waghäusel;34
Ludwigshafen;Wald-Michelbach;37
Ludwigshafen;Walldorf;33
Ludwigshafen;Weinheim;20
Ludwigshafen;Wiesloch;36
Ludwigshafen;Worms;20
Ludwigslust;Parchim;28
Ludwigslust;Schwerin;39
Löbau;Neustadt;36
Löbau;Zittau;26
Löhne;Lübbecke;16
Löhne;Melle;30
Löhne;Minden;25
Löhne;Petershagen;36
Löhne;Porta Westfalica;20
Löhne;Rinteln;31
Löningen;Meppen;37
Löningen;Quakenbrück;17
Löningen;Steinfeld;40
Löningen;Werlte;19
Lörrach;Müllheim;27
Lörrach;Rheinfelden (Baden);14
Lörrach;Schopfheim;14
Lörrach;Weil am Rhein;7
Löwenberg;Neuruppin;27
Löwenberg;Oranienburg;19
Löwenberg;Rheinsberg;34
Löwenberg;Schildow;37
Löwenberg;Schönwalde-Siedlung;42
Löwenberg;Templin;39
Löwenberg;Velten;29
Löwenberg;Wandlitz;32
Löwenberg;Zehdenick;20
Lübbecke;Melle;27
Lübbecke;Minden;23
Lübbecke;Petershagen;32
Lübbecke;Porta Westfalica;27
Lübbecke;Rinteln;37
Lübben (Spreewald);Lübbenau/Spreewald;13
Lübben (Spreewald);Vetschau/Spreewald;25
Lübbenau/Spreewald;Vetschau/Spreewald;13
Lübeck;Malente;44
Lübeck;Mölln;29
Lübeck;Neustadt in Holstein;33
Lübeck;Ratekau;14
Lübeck;Ratzeburg;21
Lübeck;Reinfeld;18
Lübeck;Scharbeutz;21
Lübeck;Stockelsdorf;4
Lübeck;Süsel;28
Lübeck;Timmendorfer Strand;18
Lübeck;Trittau;39
Lübeck;Wahlstedt;36
Lüdenscheid;Plettenberg;26
Lüdenscheid;Remscheid;36
Lüdenscheid;Schwelm;36
Lüdenscheid;Schwerte;33
Lüdenscheid;Sundern;36
Lüdenscheid;Wermelskirchen;38
Lüdenscheid;Wetter (Ruhr);35
Lüdenscheid;Wiehl;46
Lüdenscheid;Witten;42
Lüdenscheid;Wuppertal;42
Lüneburg;Reinbek;38
Lüneburg;Schwarzenbek;39
Lüneburg;Seevetal;33
Lüneburg;Stelle;26
Lüneburg;Uelzen;36
Lüneburg;Wentorf bei Hamburg;37
Lüneburg;Winsen;21
Lünen;Marl;40
Lünen;Oer-Erkenschwick;21
Lünen;Recklinghausen;32
Lünen;Schwerte;23
Lünen;Selm;10
Lünen;Unna;19
Lünen;Waltrop;10
Lünen;Werl;36
Lünen;Werne an der Lippe;10
Lünen;Wetter (Ruhr);35
Lünen;Witten;29
Lütjenburg;Malente;18
Lütjenburg;Molfsee;40
Lütjenburg;Neustadt in Holstein;32
Lütjenburg;Oldenburg in Holstein;22
Lütjenburg;Plön;20
Lütjenburg;Preetz;26
Lütjenburg;Scharbeutz;42
Lütjenburg;Schönberg in Holstein;22
Lütjenburg;Schönkirchen;32
Lütjenburg;Süsel;34
Magdeburg;Möckern;22
Magdeburg;Oschersleben;38
Magdeburg;Schönebeck;16
Magdeburg;Staßfurt;34
Magdeburg;Wanzleben;18
Magdeburg;Wolmirstedt;16
Mainburg;Moosburg;27
Mainburg;Pfaffenhofen;28
Maintal;Mörfelden-Walldorf;31
Maintal;Neu Isenburg;20
Maintal;Neu-Anspach;36
Maintal;Nidda;43
Maintal;Nidderau;19
Maintal;Obertshausen;18
Maintal;Oberursel;27
Maintal;Raunheim;38
Maintal;Rodenbach;19
Maintal;Rodgau;22
Maintal;Rosbach vor der Höhe;26
Maintal;Roßdorf;45
Maintal;Rüsselsheim;41
Maintal;Seligenstadt;23
Maintal;Steinbach am Taunus;25
Maintal;Usingen;38
Maintal;Weiterstadt;40
Maintal;Wächtersbach;44
Mainz;Mörfelden-Walldorf;29
Mainz;Nauheim;17
Mainz;Neu Isenburg;40
Mainz;Nieder-Olm;13
Mainz;Niedernhausen;26
Mainz;Oberursel;44
Mainz;Oestrich-Winkel;27
Mainz;Pfungstadt;43
Mainz;Raunheim;21
Mainz;Rüsselsheim;14
Mainz;Steinbach am Taunus;38
Mainz;Taunusstein;24
Mainz;Trebur;17
Mainz;Weiterstadt;32
Mainz;Wiesbaden;14
Malente;Molfsee;42
Malente;Neustadt in Holstein;24
Malente;Oldenburg in Holstein;33
Malente;Plön;10
Malente;Preetz;23
Malente;Ratekau;32
Malente;Scharbeutz;25
Malente;Schönberg in Holstein;32
Malente;Schönkirchen;36
Malente;Stockelsdorf;43
Malente;Süsel;16
Malente;Timmendorfer Strand;30
Malente;Trappenkamp;32
Malente;Wahlstedt;41
Mannheim;Mutterstadt;11
Mannheim;Mörlenbach;26
Mannheim;Sandhausen;24
Mannheim;Schifferstadt;16
Mannheim;Schriesheim;17
Mannheim;Schwetzingen;15
Mannheim;Seeheim-Jugenheim;42
Mannheim;Speyer;22
Mannheim;Viernheim;12
Mannheim;Waghäusel;31
Mannheim;Wald-Michelbach;35
Mannheim;Walldorf;30
Mannheim;Weinheim;17
Mannheim;Wiesloch;33
Mannheim;Worms;22
Marbach am Neckar;Mühlacker;35
Marbach am Neckar;Neckarsulm;37
Marbach am Neckar;Nürtingen;46
Marbach am Neckar;Ostfildern;30
Marbach am Neckar;Renningen;34
Marbach am Neckar;Schorndorf;31
Marbach am Neckar;Sindelfingen;39
Marbach am Neckar;Stuttgart;22
Marbach am Neckar;Vaihingen an der Enz;27
Marbach am Neckar;Waiblingen;15
Marbach am Neckar;Weil der Stadt;41
Marbach am Neckar;Wendlingen am Neckar;43
Marbach am Neckar;Winnenden;14
Marbach am Neckar;Öhringen;45
Marburg;Reiskirchen;32
Marburg;Schwalmstadt;44
Marburg;Stadtallendorf;21
Marburg;Wetzlar;44
Marienberg;Olbernhau;20
Marienberg;Schwarzenberg;40
Marienberg;Stollberg;40
Marienberg;Zwönitz;34
Markkleeberg;Markranstädt;18
Markkleeberg;Merseburg;44
Markkleeberg;Meuselwitz;31
Markkleeberg;Nobitz;41
Markkleeberg;Schkeuditz;24
Markkleeberg;Schkopau;49
Markkleeberg;Taucha;17
Markkleeberg;Weißenfels;37
Markkleeberg;Wurzen;37
Markkleeberg;Zeitz;34
Markranstädt;Merseburg;20
Markranstädt;Meuselwitz;34
Markranstädt;Naumburg;39
Markranstädt;Schkeuditz;12
Markranstädt;Schkopau;24
Markranstädt;Taucha;22
Markranstädt;Teutschenthal;51
Markranstädt;Weißenfels;22
Markranstädt;Zeitz;36
Marktoberdorf;Mindelheim;42
Marktredwitz;Selb;26
Marl;Mülheim;41
Marl;Oberhausen;35
Marl;Oer-Erkenschwick;10
Marl;Recklinghausen;11
Marl;Selm;34
Marl;Voerde;38
Marl;Waltrop;21
Marl;Werne an der Lippe;42
Marl;Wesel;40
Marl;Witten;36
Marne;Meldorf;16
Marpingen;Merchweiler;14
Marpingen;Merzig;52
Marpingen;Mettlach;47
Marpingen;Nalbach;25
Marpingen;Namborn;16
Marpingen;Neunkirchen;19
Marpingen;Nohfelden;23
Marpingen;Nonnweiler;24
Marpingen;Oberthal;12
Marpingen;Ottweiler;18
Marpingen;Püttlingen;26
Marpingen;Quierschied;21
Marpingen;Rehlingen-Siersburg;42
Marpingen;Riegelsberg;27
Marpingen;Saarbrücken;35
Marpingen;Saarlouis;35
Marpingen;Saarwellingen;25
Marpingen;Sankt Ingbert;23
Marpingen;Sankt Wendel;11
Marpingen;Schiffweiler;14
Marpingen;Schmelz;21
Marpingen;Schwalbach;29
Marpingen;Spiesen-Elversberg;21
Marpingen;Sulzbach;26
Marpingen;Tholey;6
Marpingen;Völklingen;40
Marpingen;Wadern;25
Marpingen;Wadgassen;33
Marpingen;Wallerfangen;39
Marpingen;Weiskirchen;30
Marpingen;Zweibrücken;41
Marpingen;Überherrn;41
Mayen;Mülheim-Kärlich;24
Mayen;Neuwied;25
Mayen;Remagen;34
Mayen;Sinzig;30
Mayen;Ulmen;40
Mechernich;Rheinbach;26
Mechernich;Stolberg;51
Mechernich;Wesseling;37
Meerane;Meuselwitz;30
Meerane;Mülsen;19
Meerane;Nobitz;20
Meerane;Reichenbach/Vogtland;35
Meerane;Ronneburg;24
Meerane;Schmölln;12
Meerane;Schneeberg;38
Meerane;Stollberg;34
Meerane;Weida;42
Meerane;Werdau;19
Meerane;Zeitz;48
Meerane;Zwickau;18
Meerbusch;Mettmann;26
Meerbusch;Moers;25
Meerbusch;Mönchengladbach;25
Meerbusch;Mülheim;34
Meerbusch;Nettetal;35
Meerbusch;Neuss;10
Meerbusch;Oberhausen;39
Meerbusch;Pulheim;37
Meerbusch;Ratingen;20
Meerbusch;Rheinberg;36
Meerbusch;Solingen;39
Meerbusch;Tönisvorst;18
Meerbusch;Velbert;34
Meerbusch;Viersen;26
Meerbusch;Wegberg;39
Meerbusch;Willich;11
Meiningen;Römhild;25
Meiningen;Schleusingen;32
Meiningen;Schmalkalden;27
Meiningen;Suhl;29
Meiningen;Wasungen;15
Meiningen;Zella-Mehlis;26
Meißen;Nossen;22
Meißen;Oschatz;31
Meißen;Radeberg;36
Meißen;Radebeul;15
Meißen;Riesa;23
Meißen;Weinböhla;7
Meißen;Wilsdruff;16
Melle;Osnabrück;24
Melle;Wallenhorst;32
Melsungen;Rotenburg an der Fulda;27
Melsungen;Schwalmstadt;38
Melsungen;Vellmar;33
Melsungen;Witzenhausen;39
Melsungen;Wolfhagen;43
